FeatureName,Year,Value,Energy Type,Energy Consuming Sector
City of Edinburgh,2015,0.141,Coal,Commercial
Fife,2015,6737.165,All,Industrial & Commercial
East Renfrewshire,2015,0,Bioenergy & Wastes,Industrial
East Ayrshire,2015,1031.401,Gas,All
Fife,2015,535.47,Gas,Commercial
Highland,2015,80.961,Coal,All
Stirling,2015,1.747,Coal,Industrial
City of Edinburgh,2015,0.119,Coal,Public Sector
East Lothian,2015,4.284,Manufactured Fuels,Domestic
Angus,2015,82.592,Petroleum Products,Agriculture
Highland,2015,669.973,Electricity,Domestic
North Ayrshire,2015,251.372,Electricity,Industrial
Fife,2015,33.137,Bioenergy & Wastes,Domestic
North Lanarkshire,2015,20.67,Petroleum Products,Rail
Stirling,2015,0.823,Petroleum Products,Public Sector
Clackmannanshire,2015,9.791,Petroleum Products,Agriculture
Fife,2015,1.986,Petroleum Products,Public Sector
Highland,2015,18.215,Manufactured Fuels,All
Renfrewshire,2015,0.025,Coal,Public Sector
North Ayrshire,2015,748.12,Gas,Domestic
East Renfrewshire,2015,0,Coal,Agriculture
West Lothian,2015,2.147,Coal,All
Shetland Islands,2015,0,Petroleum Products,Rail
East Ayrshire,2015,75.284,Coal,Industrial
Highland,2015,917.547,Electricity,Industrial & Commercial
Highland,2015,0.812,Manufactured Fuels,Industrial
East Ayrshire,2015,856.066,Petroleum Products,Road Transport
Dundee City,2015,312.313,Gas,Commercial
Orkney Islands,2015,2.246,Manufactured Fuels,Domestic
Falkirk,2015,244.095,Gas,Industrial
Aberdeenshire,2015,373.218,Electricity,Industrial
Na h-Eileanan Siar,2015,0.845,Petroleum Products,Commercial
Orkney Islands,2015,108.809,Petroleum Products,Road Transport
East Lothian,2015,56.044,Petroleum Products,Industrial
Dumfries and Galloway,2015,246.101,Electricity,Commercial
North Ayrshire,2015,0,Coal,Rail
Dundee City,2015,1.686,Petroleum Products,Commercial
East Lothian,2015,884.736,Petroleum Products,All
East Dunbartonshire,2015,65.481,Gas,Commercial
Dumfries and Galloway,2015,491.918,Petroleum Products,Agriculture
North Lanarkshire,2015,0,Coal,Rail
Falkirk,2015,2.781,Manufactured Fuels,Domestic
Aberdeen City,2015,806.766,Electricity,Industrial & Commercial
East Ayrshire,2015,0,Coal,Agriculture
Dundee City,2015,1.023,Petroleum Products,Agriculture
Falkirk,2015,895.131,Gas,Domestic
Aberdeen City,2015,1043.547,Petroleum Products,Road Transport
West Dunbartonshire,2015,0.162,Coal,Domestic
Argyll and Bute,2015,236.327,Electricity,Industrial & Commercial
Falkirk,2015,0.065,Coal,Public Sector
North Lanarkshire,2015,0.408,Bioenergy & Wastes,Industrial
Na h-Eileanan Siar,2015,0,Coal,Agriculture
East Ayrshire,2015,4.533,Petroleum Products,Rail
Aberdeenshire,2015,8.182,Bioenergy & Wastes,Commercial
Orkney Islands,2015,0,Manufactured Fuels,Industrial
Falkirk,2015,2.173,Coal,Domestic
Argyll and Bute,2015,128.842,Petroleum Products,Domestic
East Ayrshire,2015,883.328,All,Transport
Falkirk,2015,666.557,Manufactured Fuels,Industrial
Dundee City,2015,411.621,Electricity,Industrial & Commercial
East Ayrshire,2015,139.468,Gas,Commercial
Dundee City,2015,0,Coal,Rail
Aberdeenshire,2015,6393.962,All,All
Na h-Eileanan Siar,2015,168.151,All,Industrial & Commercial
North Lanarkshire,2015,3.582,Petroleum Products,Commercial
Dundee City,2015,2960.449,All,All
Dundee City,2015,1173.676,All,Industrial & Commercial
Dundee City,2015,22.251,Bioenergy & Wastes,All
Scottish Borders,2015,1572.882,Petroleum Products,All
Dundee City,2015,0.003,Coal,Industrial
West Dunbartonshire,2015,0,Bioenergy & Wastes,Industrial
Scottish Borders,2015,0.317,Coal,Commercial
Argyll and Bute,2015,105.365,Electricity,Commercial
Highland,2015,44.27,Bioenergy & Wastes,Domestic
Dundee City,2015,0.175,Coal,Domestic
Dundee City,2015,19.7,Bioenergy & Wastes,Road Transport
North Ayrshire,2015,5251.586,All,All
West Dunbartonshire,2015,0.011,Coal,Commercial
Clackmannanshire,2015,1.65,Manufactured Fuels,Domestic
Dumfries and Galloway,2015,5161.551,All,All
Angus,2015,1252.289,Petroleum Products,All
Argyll and Bute,2015,51.285,Petroleum Products,Public Sector
Na h-Eileanan Siar,2015,91.263,Electricity,Domestic
Renfrewshire,2015,1.586,Petroleum Products,Rail
Falkirk,2015,7.616,Bioenergy & Wastes,Domestic
Aberdeen City,2015,1.699,Coal,Public Sector
Na h-Eileanan Siar,2015,2.827,Manufactured Fuels,All
Scottish Borders,2015,6.616,Manufactured Fuels,Domestic
Renfrewshire,2015,801.981,Electricity,All
East Dunbartonshire,2015,7.435,Petroleum Products,Rail
Renfrewshire,2015,247.477,Gas,Commercial
North Ayrshire,2015,827.307,Bioenergy & Wastes,Commercial
Dumfries and Galloway,2015,137.619,Petroleum Products,Industrial
Highland,2015,1939.575,All,Domestic
Clackmannanshire,2015,98.197,Electricity,Commercial
Orkney Islands,2015,169.866,All,Domestic
Dumfries and Galloway,2015,0.729,Petroleum Products,Public Sector
West Dunbartonshire,2015,482.58,Gas,Domestic
Argyll and Bute,2015,5.303,Petroleum Products,Rail
East Dunbartonshire,2015,172.214,Electricity,Industrial & Commercial
Renfrewshire,2015,1.535,Manufactured Fuels,Domestic
Dumfries and Galloway,2015,1124.248,Gas,All
Na h-Eileanan Siar,2015,234.792,All,Domestic
Na h-Eileanan Siar,2015,4.69,Bioenergy & Wastes,Road Transport
Aberdeenshire,2015,34.461,Coal,Industrial
Dundee City,2015,228.103,Electricity,Industrial
East Ayrshire,2015,5.658,Manufactured Fuels,All
Dumfries and Galloway,2015,286.131,Gas,Industrial
North Lanarkshire,2015,31.33,Manufactured Fuels,Industrial
Aberdeenshire,2015,60.266,Bioenergy & Wastes,Road Transport
Scottish Borders,2015,321.229,Electricity,Industrial & Commercial
Falkirk,2015,1225.193,All,Domestic
Aberdeenshire,2015,2288.147,All,Domestic
Na h-Eileanan Siar,2015,0.391,Petroleum Products,Public Sector
Dumfries and Galloway,2015,2070.437,All,Transport
East Dunbartonshire,2015,0,Bioenergy & Wastes,Industrial
Aberdeenshire,2015,180.722,Gas,Industrial
North Ayrshire,2015,0.144,Coal,Public Sector
Falkirk,2015,241.921,Electricity,Industrial
Aberdeenshire,2015,0.848,Coal,Commercial
Argyll and Bute,2015,130.962,Electricity,Industrial
Falkirk,2015,16.185,Petroleum Products,Rail
North Ayrshire,2015,714.01,Electricity,All
Falkirk,2015,23.734,Petroleum Products,Domestic
Orkney Islands,2015,0,Petroleum Products,Rail
Falkirk,2015,1348.307,Gas,All
East Dunbartonshire,2015,0.004,Coal,Public Sector
Dundee City,2015,0.001,Coal,Public Sector
West Dunbartonshire,2015,742.978,Gas,All
Falkirk,2015,35.687,Bioenergy & Wastes,Road Transport
Dumfries and Galloway,2015,25.83,Bioenergy & Wastes,Domestic
Falkirk,2015,194.635,Electricity,Commercial
Na h-Eileanan Siar,2015,43.788,Petroleum Products,Industrial
Aberdeen City,2015,2377.717,Gas,All
Dundee City,2015,183.519,Electricity,Commercial
Dumfries and Galloway,2015,17.097,Bioenergy & Wastes,Industrial
North Ayrshire,2015,260.398,Electricity,Domestic
Aberdeenshire,2015,11.475,Manufactured Fuels,Industrial
Aberdeenshire,2015,116.104,Bioenergy & Wastes,All
Falkirk,2015,0.07,Coal,Commercial
Falkirk,2015,2.68,Coal,All
North Ayrshire,2015,666.686,Gas,Commercial
East Ayrshire,2015,1.314,Petroleum Products,Commercial
Scottish Borders,2015,33.253,Bioenergy & Wastes,Industrial
Aberdeenshire,2015,352.67,Petroleum Products,Agriculture
Dundee City,2015,0.001,Coal,Commercial
West Dunbartonshire,2015,578.406,Petroleum Products,All
North Ayrshire,2015,106.36,Petroleum Products,Industrial
East Ayrshire,2015,0.37,Coal,Public Sector
Orkney Islands,2015,59.998,Electricity,Industrial & Commercial
North Lanarkshire,2015,295.407,Petroleum Products,Industrial
Falkirk,2015,1391.447,All,Transport
Aberdeenshire,2015,27.487,Manufactured Fuels,All
Falkirk,2015,13761.496,Petroleum Products,All
Dundee City,2015,0.647,Petroleum Products,Public Sector
North Lanarkshire,2015,71.109,Bioenergy & Wastes,Road Transport
North Lanarkshire,2015,0.053,Coal,Public Sector
Dumfries and Galloway,2015,593.028,Gas,Domestic
Dundee City,2015,5.675,Petroleum Products,Domestic
Dundee City,2015,0,Manufactured Fuels,Industrial
East Dunbartonshire,2015,1.942,Manufactured Fuels,All
Aberdeenshire,2015,1.36,Coal,Public Sector
Na h-Eileanan Siar,2015,0,Gas,All
Scottish Borders,2015,193.607,Petroleum Products,Domestic
Argyll and Bute,2015,0.998,Coal,Commercial
Renfrewshire,2015,18.162,Petroleum Products,Agriculture
Aberdeenshire,2015,1379.189,Gas,All
Scottish Borders,2015,89.809,Coal,All
Dundee City,2015,0.019,Bioenergy & Wastes,Commercial
East Dunbartonshire,2015,0.246,Petroleum Products,Public Sector
East Ayrshire,2015,162.824,Gas,Industrial
Aberdeenshire,2015,673.489,Electricity,Industrial & Commercial
East Ayrshire,2015,2976.015,All,All
North Lanarkshire,2015,0.027,Coal,Commercial
North Lanarkshire,2015,0,Coal,Agriculture
Scottish Borders,2015,16.684,Bioenergy & Wastes,Domestic
Aberdeenshire,2015,2367.767,All,Transport
West Dunbartonshire,2015,154.46,Electricity,Domestic
Highland,2015,299.812,Petroleum Products,Agriculture
Argyll and Bute,2015,0,Coal,Agriculture
North Lanarkshire,2015,0.801,Coal,Industrial
Argyll and Bute,2015,134.813,Petroleum Products,Industrial
Argyll and Bute,2015,278.332,Electricity,Domestic
East Dunbartonshire,2015,889.085,Gas,All
Renfrewshire,2015,0.879,Coal,All
Angus,2015,157.704,Electricity,Industrial
Dumfries and Galloway,2015,71.472,Coal,All
Na h-Eileanan Siar,2015,28.273,Electricity,Commercial
West Dunbartonshire,2015,0.195,Coal,All
Scottish Borders,2015,32.006,Petroleum Products,Rail
Scottish Borders,2015,267.437,Electricity,Domestic
Dundee City,2015,1409.321,Gas,All
Na h-Eileanan Siar,2015,22.614,Bioenergy & Wastes,All
North Ayrshire,2015,1535.145,Bioenergy & Wastes,All
Aberdeen City,2015,359.691,Electricity,Commercial
Highland,2015,35.666,Petroleum Products,Public Sector
Falkirk,2015,730.313,Electricity,All
West Dunbartonshire,2015,1695.399,All,All
Na h-Eileanan Siar,2015,177.332,Petroleum Products,Road Transport
Dumfries and Galloway,2015,3.338,Petroleum Products,Commercial
Dundee City,2015,0.681,Manufactured Fuels,All
Angus,2015,3.921,Bioenergy & Wastes,Industrial
North Lanarkshire,2015,4.132,Coal,All
Aberdeen City,2015,0.507,Coal,Commercial
Clackmannanshire,2015,0.249,Petroleum Products,Rail
Argyll and Bute,2015,748.264,All,Domestic
Falkirk,2015,209.082,Gas,Commercial
Aberdeen City,2015,5169.643,All,All
North Lanarkshire,2015,38.716,Manufactured Fuels,All
Na h-Eileanan Siar,2015,131.171,Petroleum Products,Domestic
Argyll and Bute,2015,705.664,Petroleum Products,Road Transport
Dumfries and Galloway,2015,1995.267,Petroleum Products,Road Transport
Dundee City,2015,0,Coal,Agriculture
West Dunbartonshire,2015,1.025,Petroleum Products,Rail
West Dunbartonshire,2015,357.345,Electricity,All
North Ayrshire,2015,3.592,Manufactured Fuels,All
North Ayrshire,2015,0.31,Petroleum Products,Public Sector
Argyll and Bute,2015,1145.193,Petroleum Products,All
Argyll and Bute,2015,6.074,Manufactured Fuels,Domestic
Aberdeenshire,2015,1043.668,Gas,Domestic
Glasgow City,2015,1284.36,Gas,Industrial
Dundee City,2015,732.395,Gas,Domestic
Scottish Borders,2015,0.228,Manufactured Fuels,Industrial
Dumfries and Galloway,2015,1837.095,All,Industrial & Commercial
North Ayrshire,2015,202.24,Electricity,Commercial
West Dunbartonshire,2015,0.419,Manufactured Fuels,Domestic
Falkirk,2015,2.13,Petroleum Products,Commercial
Aberdeen City,2015,12.813,Manufactured Fuels,Industrial
Aberdeenshire,2015,575.837,Petroleum Products,Domestic
Dumfries and Galloway,2015,1.534,Coal,Public Sector
Falkirk,2015,0,Bioenergy & Wastes,Industrial
Falkirk,2015,293.757,Electricity,Domestic
East Lothian,2015,68.667,Bioenergy & Wastes,Industrial
East Dunbartonshire,2015,0.097,Manufactured Fuels,Industrial
Argyll and Bute,2015,451.315,Gas,All
Renfrewshire,2015,135.882,Petroleum Products,Industrial
Dundee City,2015,814.083,Petroleum Products,All
Glasgow City,2015,3.961,Manufactured Fuels,All
Angus,2015,284.584,Electricity,Industrial & Commercial
East Lothian,2015,6.205,Manufactured Fuels,All
East Ayrshire,2015,1077.642,Petroleum Products,All
Na h-Eileanan Siar,2015,35.227,Petroleum Products,Agriculture
Aberdeen City,2015,427.305,Electricity,Domestic
Argyll and Bute,2015,514.659,Electricity,All
Argyll and Bute,2015,6.448,Manufactured Fuels,All
West Dunbartonshire,2015,7.698,Petroleum Products,Agriculture
East Dunbartonshire,2015,8.858,Petroleum Products,Agriculture
Dumfries and Galloway,2015,551.991,Electricity,Industrial & Commercial
Argyll and Bute,2015,11.294,Bioenergy & Wastes,Industrial
Aberdeenshire,2015,300.27,Electricity,Commercial
East Dunbartonshire,2015,0,Coal,Rail
Orkney Islands,2015,120.626,Petroleum Products,Agriculture
East Dunbartonshire,2015,747.158,Gas,Domestic
Argyll and Bute,2015,1.079,Coal,Public Sector
Dumfries and Galloway,2015,10.167,Manufactured Fuels,Domestic
East Dunbartonshire,2015,365.892,All,Industrial & Commercial
East Lothian,2015,429.32,Coal,Industrial
Na h-Eileanan Siar,2015,16.091,Coal,All
West Dunbartonshire,2015,0.648,Manufactured Fuels,All
East Ayrshire,2015,81.638,Petroleum Products,Industrial
Dundee City,2015,11.496,Petroleum Products,Rail
Clackmannanshire,2015,405.067,All,Domestic
East Dunbartonshire,2015,459.079,All,Transport
Argyll and Bute,2015,28.907,Coal,Industrial
Na h-Eileanan Siar,2015,35.141,Electricity,Industrial
Renfrewshire,2015,0,Manufactured Fuels,Industrial
Dumfries and Galloway,2015,0,Coal,Rail
Dundee City,2015,1043.754,All,Domestic
Aberdeen City,2015,16.644,Manufactured Fuels,All
East Dunbartonshire,2015,0.826,Petroleum Products,Commercial
East Ayrshire,2015,15.365,Bioenergy & Wastes,Domestic
Orkney Islands,2015,2.884,Bioenergy & Wastes,Road Transport
Orkney Islands,2015,2.109,Coal,Domestic
Aberdeen City,2015,13.291,Bioenergy & Wastes,Domestic
Aberdeenshire,2015,1271.087,Electricity,All
Dumfries and Galloway,2015,9.045,Coal,Domestic
East Ayrshire,2015,5.658,Manufactured Fuels,Domestic
North Ayrshire,2015,0.571,Manufactured Fuels,Industrial
Dundee City,2015,0.016,Bioenergy & Wastes,Industrial
Falkirk,2015,0.373,Coal,Rail
Dumfries and Galloway,2015,0.704,Coal,Commercial
Orkney Islands,2015,141.741,Electricity,All
Angus,2015,866.875,All,Industrial & Commercial
Highland,2015,2092.037,Petroleum Products,Road Transport
Dumfries and Galloway,2015,50.563,Bioenergy & Wastes,Road Transport
Glasgow City,2015,0,Coal,Industrial
Scottish Borders,2015,5.955,Coal,Domestic
Argyll and Bute,2015,735.076,All,Industrial & Commercial
Aberdeenshire,2015,14.12,Coal,Domestic
Scottish Borders,2015,972.836,Petroleum Products,Road Transport
Argyll and Bute,2015,3.078,Petroleum Products,Commercial
Na h-Eileanan Siar,2015,2.827,Manufactured Fuels,Domestic
Dundee City,2015,711.823,Petroleum Products,Road Transport
West Dunbartonshire,2015,14.376,Bioenergy & Wastes,Road Transport
Dundee City,2015,302.312,Electricity,Domestic
North Lanarkshire,2015,823.019,Electricity,Industrial & Commercial
Na h-Eileanan Siar,2015,0,Manufactured Fuels,Industrial
West Dunbartonshire,2015,7.743,Petroleum Products,Domestic
Na h-Eileanan Siar,2015,584.964,All,All
East Lothian,2015,0.262,Coal,Commercial
Scottish Borders,2015,277.004,Petroleum Products,Agriculture
Highland,2015,3286.629,All,Industrial & Commercial
Aberdeenshire,2015,42.93,Petroleum Products,Rail
Argyll and Bute,2015,2213.05,All,All
West Dunbartonshire,2015,15.828,Bioenergy & Wastes,All
Dumfries and Galloway,2015,30.184,Manufactured Fuels,All
East Dunbartonshire,2015,360.717,Electricity,All
Aberdeenshire,2015,0,Coal,Agriculture
Falkirk,2015,1339.202,Petroleum Products,Road Transport
Argyll and Bute,2015,729.71,All,Transport
Argyll and Bute,2015,5.55,Coal,Domestic
Aberdeenshire,2015,154.799,Gas,Commercial
Na h-Eileanan Siar,2015,6.089,Bioenergy & Wastes,Commercial
North Lanarkshire,2015,7.385,Manufactured Fuels,Domestic
Scottish Borders,2015,94.696,Petroleum Products,Industrial
Orkney Islands,2015,219.435,All,Industrial & Commercial
East Lothian,2015,37.525,Petroleum Products,Agriculture
Falkirk,2015,13938.799,All,Industrial & Commercial
East Dunbartonshire,2015,953.063,All,Domestic
East Lothian,2015,0.197,Coal,Public Sector
Dumfries and Galloway,2015,245.089,Gas,Commercial
Highland,2015,352.15,Petroleum Products,Industrial
Highland,2015,508.465,Electricity,Industrial
East Lothian,2015,120.797,Electricity,Commercial
Midlothian,2015,1.925,Coal,Domestic
Angus,2015,922.761,Gas,All
South Lanarkshire,2015,6.902,Bioenergy & Wastes,Industrial
Moray,2015,5.702,Manufactured Fuels,Domestic
Moray,2015,6.349,Coal,Industrial
Moray,2015,144.174,Electricity,Commercial
Perth and Kinross,2015,4414.62,All,All
South Lanarkshire,2015,30.424,Petroleum Products,Rail
Renfrewshire,2015,0.431,Petroleum Products,Public Sector
Midlothian,2015,41.35,Petroleum Products,Industrial
Perth and Kinross,2015,4.705,Coal,Industrial
Midlothian,2015,6.089,Bioenergy & Wastes,Commercial
Perth and Kinross,2015,995.195,All,Industrial & Commercial
South Lanarkshire,2015,8.758,Manufactured Fuels,Industrial
Renfrewshire,2015,1340.589,All,Domestic
Angus,2015,256.922,Electricity,Domestic
South Lanarkshire,2015,15.4,Manufactured Fuels,All
Perth and Kinross,2015,0,Coal,Rail
Scottish Borders,2015,1030.588,All,Transport
South Lanarkshire,2015,256.021,Petroleum Products,Industrial
Perth and Kinross,2015,2148.092,All,Transport
West Lothian,2015,4228.478,All,All
Moray,2015,610.841,All,Transport
Perth and Kinross,2015,357.746,Electricity,Domestic
Perth and Kinross,2015,177.773,Gas,Industrial
Midlothian,2015,13.088,Coal,Industrial
City of Edinburgh,2015,4.088,Petroleum Products,Public Sector
Shetland Islands,2015,0,Coal,Rail
Perth and Kinross,2015,0.929,Coal,Commercial
Perth and Kinross,2015,6.676,Coal,Domestic
South Lanarkshire,2015,0,Coal,Agriculture
West Lothian,2015,12.02,Bioenergy & Wastes,Domestic
Perth and Kinross,2015,12.977,Coal,All
Scottish Borders,2015,1105.833,All,Industrial & Commercial
North Lanarkshire,2015,2650.036,Petroleum Products,Road Transport
East Renfrewshire,2015,15.004,Petroleum Products,Agriculture
South Lanarkshire,2015,2444.086,Gas,All
Renfrewshire,2015,1013.48,Gas,Domestic
West Lothian,2015,28.294,Petroleum Products,Domestic
East Ayrshire,2015,1095.263,All,Industrial & Commercial
West Lothian,2015,1.949,Coal,Domestic
Perth and Kinross,2015,173.983,Electricity,Commercial
Midlothian,2015,1673.592,All,All
Midlothian,2015,21.936,Petroleum Products,Agriculture
Midlothian,2015,15.593,Coal,All
West Lothian,2015,1681.385,Gas,All
North Lanarkshire,2015,568.457,Gas,Industrial
